"OU";"Name";"Surname";"initials";"givenName";"DisplayName";"SamAccountName";"description";"MemberOf";"Gender";"Species";"physicalDeliveryOfficeName";"OfficePhone";"EmailAddress";"HomePage";"streetAddress";"POBox";"City";"State";"postalCode";"Country";"ChangePasswordAtLogon";"scriptpath";"Homedrive";"homePhone";"pager";"MobilePhone";"info";"title";"department";"departmentNumber";"Organization";"Company";"employeeID";"employeeNumber";"employeeType";"Exchange Alias";"Exchange Mailbox Store";"Instant Messaging Home Server ";"Instant Messaging URL ";"Enabled"
"BAAD";"shtroo02";"TROOPER2";"";"Shock2";"TROOPER2, Shock2";"shtroo02";"Schock Trooper Soldier";"";"Female";"Human";"";"";"Shock2.TROOPER2@EguibarIT.com";"http://www.eguibarit.com";"";"82535";"";"Okinawa";"RX95-5907";"JP";"0";"";"U:";"";"";"+33 (478)  487-7037";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"92144";"685446";"Contractor";"";"";"";"";"1"
"BAAD";"shtroo03";"TROOPER3";"";"Shock3";"TROOPER3, Shock3";"shtroo03";"Schock Trooper Soldier";"";"Male";"Human";"";"";"Shock3.TROOPER3@EguibarIT.com";"http://www.eguibarit.com";"";"84530";"";"Asturias";"GB24-1480";"ES";"0";"";"U:";"";"";"+33 (478)  487-7038";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"935230";"534321";"Contractor";"";"";"";"";"1"
"BAAD";"shtroo04";"TROOPER4";"";"Shock4";"TROOPER4, Shock4";"shtroo04";"Schock Trooper Soldier";"";"Female";"Human";"";"";"Shock4.TROOPER4@EguibarIT.com";"http://www.eguibarit.com";"";"84609";"Canto Bight";"Lyon";"AH12-7233";"FR";"0";"";"U:";"";"";"+33 (478)  487-7039";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"716666";"750498";"Contractor";"";"";"";"";"1"
"BAAD";"shtroo05";"TROOPER5";"";"Shock5";"TROOPER5, Shock5";"shtroo05";"Schock Trooper Soldier";"";"Male";"Human";"";"";"Shock5.TROOPER5@EguibarIT.com";"http://www.eguibarit.com";"";"40991";"Canto Bight";"Tolouse";"BO57-5019";"FR";"0";"";"U:";"";"";"+33 (478)  487-7040";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"660135";"566279";"Contractor";"";"";"";"";"1"
"BAAD";"shtroo06";"TROOPER6";"";"Shock6";"TROOPER6, Shock6";"shtroo06";"Schock Trooper Soldier";"";"Female";"Human";"";"";"Shock6.TROOPER6@EguibarIT.com";"http://www.eguibarit.com";"";"23620";"";"Tokio";"WD44-5377";"JP";"0";"";"U:";"";"";"+33 (478)  487-7041";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"306003";"323192";"Contractor";"";"";"";"";"1"
"BAAD";"shtroo07";"TROOPER7";"";"Shock7";"TROOPER7, Shock7";"shtroo07";"Schock Trooper Soldier";"";"Male";"Human";"";"";"Shock7.TROOPER7@EguibarIT.com";"http://www.eguibarit.com";"";"73260";"Dathomir";"Veracruz";"LF11-1339";"MX";"0";"";"U:";"";"";"+33 (478)  487-7042";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"79573";"98948";"Contractor";"";"";"";"";"1"
"BAAD";"shtroo08";"TROOPER8";"";"Shock8";"TROOPER8, Shock8";"shtroo08";"Schock Trooper Soldier";"";"Female";"Human";"";"";"Shock8.TROOPER8@EguibarIT.com";"http://www.eguibarit.com";"";"60721";"Nal Hutta";"Dijon";"MT36-4749";"FR";"0";"";"U:";"";"";"+33 (478)  487-7043";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"523766";"882682";"Contractor";"";"";"";"";"1"
"BAAD";"shtroo09";"TROOPER9";"";"Shock9";"TROOPER9, Shock9";"shtroo09";"Schock Trooper Soldier";"";"Male";"Human";"";"";"Shock9.TROOPER9@EguibarIT.com";"http://www.eguibarit.com";"";"65745";"Galactic Republic";"Veracruz";"PA41-5847";"MX";"0";"";"U:";"";"";"+33 (478)  487-7044";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"372666";"827176";"Contractor";"";"";"";"";"1"
"BAAD";"shtroo10";"TROOPER10";"";"Shock10";"TROOPER10, Shock10";"shtroo10";"Schock Trooper Soldier";"";"Female";"Human";"";"";"Shock10.TROOPER10@EguibarIT.com";"http://www.eguibarit.com";"";"7291";"Kamino";"Dijon";"YJ99-5584";"FR";"0";"";"U:";"";"";"+33 (478)  487-7045";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"285001";"70793";"Contractor";"";"";"";"";"1"
"BAAD";"jetroope";"TROOPER";"";"Jesse";"TROOPER, Jese";"jetroope";"Jesse Clone Trooper";"";"Male";"Human";"";"";"Jesse.TROOPER@EguibarIT.com";"http://www.eguibarit.com";"";"2457";"Kamino";"Alberta";"FE82-2972";"CA";"0";"";"U:";"";"";"+33 (478)  487-7046";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"79573";"98948";"Contractor";"";"";"";"";"1"
"BAAD";"sitroo01";"TROOPER1";"";"Sith1";"TROOPER1, Sith1";"sitroo01";"Sith Trooper Soldier";"";"Female";"Human";"";"";"Sith1.TROOPER1@EguibarIT.com";"http://www.eguibarit.com";"";"42955";"Kamino";"Western Cape";"EX56-1770";"SA";"0";"";"U:";"";"";"+33 (478)  487-7047";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"523766";"882682";"Contractor";"";"";"";"";"1"
"BAAD";"sitroo02";"TROOPER2";"";"Sith2";"TROOPER1, Sith2";"sitroo02";"Sith Trooper Soldier";"";"Male";"Human";"";"";"Sith2.TROOPER2@EguibarIT.com";"http://www.eguibarit.com";"";"54928";"Kamino";"Rio de Janeiro";"GA62-6702";"BR";"0";"";"U:";"";"";"+33 (478)  487-7048";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"372666";"827176";"Contractor";"";"";"";"";"1"
"BAAD";"sitroo03";"TROOPER3";"";"Sith3";"TROOPER1, Sith3";"sitroo03";"Sith Trooper Soldier";"";"Female";"Human";"";"";"Sith3.TROOPER3@EguibarIT.com";"http://www.eguibarit.com";"";"30952";"Kamino";"Calabria";"KW57-5661";"IT";"0";"";"U:";"";"";"+33 (478)  487-7049";"Default password is ""P@ssword 123456"" without quotes";"Soldier";"Soldier";"";"";"Startrooper Forces";"79573";"98948";"Contractor";"";"";"";"";"1"
"BAAD";"coclon";"CLONE";"";"Cody";"CLONE, Cody";"coclon";"Commander Clone";"";"Male";"Human";"";"+39 (970)  119-3790";"cody.clone@EguibarIT.com";"http://www.eguibarit.com";"";"59102";"Kamino";"Sicily";"TS56-6662";"IT";"0";"";"U:";"";"";"+39 (363)  681-2116";"Default password is ""P@ssword 123456"" without quotes";"Commander";"Startrooper Management";"";"";"Startrooper Forces";"167778";"691608";"Contractor";"";"";"";"";"1"
"BAAD";"comott";"MOTTI";"";"Conan Antonio";"MOTTI, Conan Antonio";"comott";"Admiral";"";"Male";"Human";"";"+1 (462)  975-9888";"conan antonio.motti@EguibarIT.com";"http://www.eguibarit.com";"";"21504";"Death Star";"British Columbia";"OF96-3047";"CA";"0";"";"U:";"";"";"+1 (773)  562-9988";"Default password is ""P@ssword 123456"" without quotes";"Admiral";"Goverment";"";"";"";"451204";"773565";"Permanent";"";"";"";"";"1"
"BAAD";"coevaz";"EVAZAN";"";"Cornelius";"EVAZAN, Cornelius";"coevaz";"Vilian";"";"Male";"Human";"";"+34 (124)  610-4657";"cornelius.evazan@EguibarIT.com";"http://www.eguibarit.com";"";"48900";"Galactic Republic";"Madrid";"WU61-6289";"ES";"0";"";"U:";"";"";"+34 (850)  647-2177";"Default password is ""P@ssword 123456"" without quotes";"Vilian";"";"";"";"Self";"885589";"680099";"Freelance";"";"";"";"";"1"
"BAAD";"crmadi";"MADINE";"";"Crix";"MADINE, Crix";"crmadi";"Imperial General";"";"Male";"Human";"";"+81 (626)  6-1134";"crix.madine@EguibarIT.com";"http://www.eguibarit.com";"";"88535";"Galactic Republic";"Osaka";"XT91-5266";"JP";"0";"";"U:";"";"";"+81 (969)  183-6339";"Default password is ""P@ssword 123456"" without quotes";"General";"Goverment";"";"";"";"276980";"646078";"Permanent";"";"";"";"";"1"
"BAAD";"dadofi";"DOFINE";"";"Daulta";"DOFINE, Daulta";"dadofi";"Trade Federation Captain";"";"Male";"Human";"";"+33 (983)  676-4698";"daulta.dofine@EguibarIT.com";"http://www.eguibarit.com";"";"26453";"Galactic Republic";"Lyon";"WE21-6718";"FR";"0";"";"U:";"";"";"+33 (582)  40-5066";"Default password is ""P@ssword 123456"" without quotes";"Captain";"Goverment";"";"";"Intergalactic Trade Federation";"896138";"836536";"Permanent";"";"";"";"";"1"
"BAAD";"kyren";"REN";"";"Kylo";"REN, Kylo";"kyren";"First Order?s champion and Supreme Leader Snoke?s student.";"";"Male";"Human";"";"+34 (113)  981-3206";"kylo.ren@EguibarIT.com";"http://www.eguibarit.com";"";"80126";"Alderaan";"Valencia";"AA72-3937";"ES";"0";"";"U:";"";"";"+34 (659)  220-187";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"First Order";"547959";"622159";"Permanent";"";"";"";"";"1"
"BAAD";"lodod";"DOD";"";"Lot";"DOD, Lot";"lodod";"Trade Federation Senator";"";"Male";"Human";"";"+55 (458)  406-1579";"lot.dod@EguibarIT.com";"http://www.eguibarit.com";"";"8164";"Galactic Republic";"Rio de Janeiro";"TD94-162";"BR";"0";"";"U:";"";"";"+55 (434) 132-357-4242";"Default password is ""P@ssword 123456"" without quotes";"Senator";"Goverment";"";"";"Intergalactic Trade Federation";"263377";"673802";"Permanent";"";"";"";"";"1"
"BAAD";"poclon";"CLONE";"";"Ponds";"CLONE, Ponds";"poclon";"Commander Clon";"";"Male";"Human";"";"+81 (588)  446-165";"ponds.clone@EguibarIT.com";"http://www.eguibarit.com";"";"61506";"Kamino";"Tokio";"FZ85-2599";"JP";"0";"";"U:";"";"";"+81 (804)  471-8517";"Default password is ""P@ssword 123456"" without quotes";"Commander";"Startrooper Management";"";"";"Startrooper Forces";"344078";"840822";"Contractor";"";"";"";"";"1"
"BAAD";"reclon";"CLONE";"";"Rex";"CLONE, Rex";"reclon";"Captain Clone";"";"Male";"Human";"";"+52 (578)  32-4181";"rex.clone@EguibarIT.com";"http://www.eguibarit.com";"";"98343";"Kamino";"Jalisco";"AK50-529";"MX";"0";"";"U:";"";"";"+52 (846)  488-1814";"Default password is ""P@ssword 123456"" without quotes";"Captain";"Startrooper Management";"";"";"Startrooper Forces";"962138";"543566";"Contractor";"";"";"";"";"1"
"BAAD";"ristor";"STORMTROOPER";"";"Riot Control";"STORMTROOPER, Riot Control";"ristor";"Use betaplast shields and Z6 batons to keep crowds at bay or to shock or pummel an opponent.";"";"Male";"Human";"";"+81 (695)  425-2666";"riot control.stormtrooper@EguibarIT.com";"http://www.eguibarit.com";"";"12824";"Death Star";"Tokio";"CF28-7952";"JP";"0";"";"U:";"";"";"+81 (635)  11-2067";"Default password is ""P@ssword 123456"" without quotes";"";"Soldier";"";"";"First Order";"182250";"675087";"Permanent";"";"";"";"";"1"
"BAAD";"ruhaak";"HAAKO";"";"Rune";"HAAKO, Rune";"ruhaak";"Trade Federation Official";"";"Male";"Human";"";"+81 (105)  216-4060";"rune.haako@EguibarIT.com";"http://www.eguibarit.com";"";"3177";"Galactic Republic";"Okinawa";"RX95-5907";"JP";"0";"";"U:";"";"";"+81 (512)  453-7899";"Default password is ""P@ssword 123456"" without quotes";"Official";"";"";"";"Intergalactic Trade Federation";"180253";"472127";"Permanent";"";"";"";"";"1"
"BAAD";"gavers";"VERSIO";"";"Garrick";"VERSIO, Garrick";"gavers";"";"";"Male";"Human";"";"";"Garrick.VERSIO@EguibarIT.com";"http://www.eguibarit.com";"";"80126";"Vardos";"Puebla";"QJ47-2566";"MX";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Galactic Empire";"7834372";"4556201";"Contractor";"";"";"";"";"1"
"BAAD";"frgris";"GRISS";"";"Frantis";"GRISS, Frantis";"frgris";"";"";"Male";"Human";"";"";"Frantis.GRISS@EguibarIT.com";"http://www.eguibarit.com";"";"59945";"";"Tokio";"FZ85-2599";"JP";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"Supreme Council";"";"";"";"First Order";"1000170";"4456887";"Permanent";"";"";"";"";"1"
"BAAD";"adpiet";"PIETT";"";"Admiral";"PIETT, Admiral";"adpiet";"";"";"Male";"Human";"";"";"Admiral.PIETT@EguibarIT.com";"http://www.eguibarit.com";"";"52603";"";"Sicily";"LE16-2729";"IT";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Galactic Empire";"4429967";"9929673";"Broker";"";"";"";"";"1"
"GOOD";"jepork";"PORKINS";"T.";"Jek";"PORKINS, Jek";"jepork";"Rebel Alliance Master Pilot";"A New Hope";"Male";"Human";"";"+55 (220) 832-123-9187";"jek.porkins@EguibarIT.com";"http://www.eguibarit.com";"";"85584";"Bestine IV";"Sao Paulo";"ADA-7477";"BR";"0";"";"U:";"";"";"+55 (196) 628-898-2821";"Default password is ""P@ssword 123456"" without quotes";"Pilot";"Rebel Alliance Master Pilot";"";"";"Rebel Alliance";"412978";"671355";"Permanent";"";"";"";"";"1"
"GOOD";"jadodo";"DODONNA";"";"Jan";"DODONNA, Jan";"jadodo";"General Jan Dodonna serves as the military leader of the rebel base on Yavin 4. His calm demeanor hides an incisive, strategic mind that serves the Rebellion well.";"A New Hope";"Male";"Human";"";"";"Jan.DODONNA@EguibarIT.com";"http://www.eguibarit.com";"";"77755";"Yavin 4";"Lyon";"FO48-5398";"FR";"0";"";"U:";"";"";"";"Default password is ""P@ssword 123456"" without quotes";"General";"";"";"";"Rebel Resistence";"3094021";"9930988";"Contractor";"";"";"";"";"1"
"GOOD";"baofee";"OFEE";"";"Barris";"OFEE, Barris";"baofee";"Padawan";"Attack of the Clones";"Female";"Mirialan";"";"+39 (796)  886-3411";"barris.ofee@EguibarIT.com";"http://www.eguibarit.com";"";"30195";"Mirial";"Sicily";"VF36-2657";"IT";"0";"";"U:";"";"";"+39 (153)  256-1345";"Default password is ""P@ssword 123456"" without quotes";"Padawan";"";"";"";"Intergalactic Jedi Order";"305690";"269661";"Interim";"";"";"";"";"1"
"GOOD";"cllars";"LARS";"";"Cliegg";"LARS, Cliegg";"cllars";"modest, good-hearted moisture farmer";"Attack of the Clones";"Male";"Human";"";"+52 (392)  616-6170";"cliegg.lars@EguibarIT.com";"http://www.eguibarit.com";"";"6323";"Tatooine";"Jalisco";"XR63-8819";"MX";"0";"";"U:";"";"";"+52 (486)  445-4551";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"622820";"126251";"Freelance";"";"";"";"";"1"
"GOOD";"grtyph";"TYPHO";"";"Gregar";"TYPHO, Gregar";"grtyph";"Head of Padm‚ Amidala?s security";"Attack of the Clones";"Male";"Human";"";"+55 (729)  116-7457";"gregar.typho@EguibarIT.com";"http://www.eguibarit.com";"";"9326";"Naboo";"Rio de Janeiro";"IJ73-6980";"BR";"0";"";"U:";"";"";"+55 (865)  460-6897";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"47291";"959765";"Broker";"";"";"";"";"1"
"GOOD";"nujocas";"NU";"";"Jocasta";"NU, Jocasta";"nujocas";"Chief Librarian";"Attack of the Clones";"Female";"Human";"";"+33 (983)  749-3118";"jocasta.nu@EguibarIT.com";"http://www.eguibarit.com";"";"37480";"Coruscant";"Dijon";"VI27-7065";"FR";"0";"";"U:";"";"";"+33 (897)  520-4357";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"23420";"80438";"Broker";"";"";"";"";"1"
"GOOD";"baorga";"ORGANA";"";"Bail Prestor";"ORGANA, Bail";"baorga";"Senator";"Attack of the Clones, Revenge of the Sith";"Male";"Human";"";"+34 (814)  998-6096";"bail prestor.organa@EguibarIT.com";"http://www.eguibarit.com";"";"82809";"Alderaan";"Asturias";"GO97-4639";"ES";"0";"";"U:";"";"";"+34 (387)  904-7453";"Default password is ""P@ssword 123456"" without quotes";"Senator";"Goverment";"";"";"";"244092";"354645";"Permanent";"";"";"";"";"1"
"GOOD";"luundu";"UNDULI";"";"Luminara";"UNDULI, Luminara";"luundu";"Served the Jedi Order during the final years of the Galactic Republic, and trained the capable Padawan Barriss Offee";"Attack of the Clones, Revenge of the Sith";"Female";"Mirialan";"";"+27 (585)  230-6433";"luminara.unduli@EguibarIT.com";"http://www.eguibarit.com";"";"60786";"Mirial";"Gauteng";"IS29-2705";"SA";"0";"";"U:";"";"";"+27 (392)  528-510";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"909195";"3014";"Broker";"";"";"";"";"1"
"GOOD";"shti01";"TI";"";"Shaak";"TI, Shaak";"shti01";"Jedi Master";"Attack of the Clones, Revenge of the Sith";"Female";"Togruta";"";"+34 (788)  130-1217";"shaak.ti@EguibarIT.com";"http://www.eguibarit.com";"";"80614";"Shili";"Asturias";"GB24-1480";"ES";"0";"";"U:";"";"";"+34 (372)  138-2159";"Default password is ""P@ssword 123456"" without quotes";"Jedi Master";"Jedi Council";"";"";"Intergalactic Jedi Order";"714373";"781867";"Permanent";"";"";"";"";"1"
"GOOD";"belars";"LARS";"";"Beru Whitesun ";"LARS, Beru Whitesun ";"belars";"Farmer (Luk's Aunt). As a young, shy girl, Beru Whitesun's aspirations did not reach beyond Tatooine. She was content to marry Owen Lars and lead the tough life of a moisture farmer. Beru also fulfilled the role of guardian and substitute mother to young Luke Skywalker, and repeatedly voiced her support for his dream of joining his friends at the Academy. Beru fell victim to the Empire when Imperial stormtroopers raided the family farm in search of droids thought to have top-secret plans for the Empire's ultimate weapon, the Death Star.";"Attack of the Clones, Revenge of the Sith, A New Hope";"Female";"Human";"";"+34 (78)  812-3448";"beru whitesun .lars@EguibarIT.com";"http://www.eguibarit.com";"";"89262";"Tatooine";"Madrid";"FA64-4183";"ES";"0";"";"U:";"";"";"+34 (358)  43-8407";"Default password is ""P@ssword 123456"" without quotes";"Farmer";"";"";"";"Self";"39492";"580470";"Freelance";"";"";"";"";"1"
"GOOD";"owlars";"LARS";"";"Owen";"LARS, Owen";"owlars";"Farmer (Luke's Uncle)";"Attack of the Clones, Revenge of the Sith, A New Hope";"Male";"Human";"";"+39 (588)  745-8276";"owen.lars@EguibarIT.com";"http://www.eguibarit.com";"";"10045";"Tatooine";"Calabria";"PL33-106";"IT";"0";"";"U:";"";"";"+39 (989)  265-1765";"Default password is ""P@ssword 123456"" without quotes";"Farmer";"";"";"";"Self";"664025";"38645";"Freelance";"";"";"";"";"1"
"GOOD";"shskyw";"SKYWALKER";"";"Shmi";"SKYWALKER, Shmi";"shskyw";"Mother of Anakin Skywalker";"Attack of the Clones, The Phantom Menace";"Female";"Human";"";"+27 (99)  926-7596";"shmi.skywalker@EguibarIT.com";"http://www.eguibarit.com";"";"5817";"Tatooine";"Western Cape";"AS27-4870";"SA";"0";"";"U:";"";"";"+27 (590)  785-4175";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"423843";"676094";"Broker";"";"";"";"";"1"
"GOOD";"aasecu";"SECURA";"";"Aayla";"SECURA, Aayla";"aasecu";"Jedi Master";"Attack of the Clones, The Phantom Menace, Revenge of the Sith";"Female";"Twi'lek";"";"+52 (631)  980-1671";"aayla.secura@EguibarIT.com";"http://www.eguibarit.com";"";"32580";"Ryloth";"Veracruz";"EY37-7728";"MX";"0";"";"U:";"";"";"+52 (668)  954-1743";"Default password is ""P@ssword 123456"" without quotes";"Jedi Master";"Jedi Council";"";"";"Intergalactic Jedi Order";"638418";"111279";"Permanent";"";"";"";"";"1"
"GOOD";"anskyw";"SKYWALKER";"";"Anakin";"SKYWALKER, Anakin";"anskyw";"Yung Jedi Padawan";"Attack of the Clones, The Phantom Menace, Revenge of the Sith";"Male";"Human";"";"+55 (770)  318-6348";"anakin.skywalker@EguibarIT.com";"http://www.eguibarit.com";"";"43070";"Tatooine";"Bahia";"ND34-9943";"BR";"0";"";"U:";"";"";"+55 (632)  763-4987";"Default password is ""P@ssword 123456"" without quotes";"Padawan";"";"";"";"";"249050";"646404";"Interim";"";"";"";"";"1"
"GOOD";"kimund";"MUNDI";"";"Ki-Adi";"MUNDI, Ki-Adi";"kimund";"Jedi Master";"Attack of the Clones, The Phantom Menace, Revenge of the Sith";"Male";"Cerean";"";"+1 (36)  889-8699";"ki-adi.mundi@EguibarIT.com";"http://www.eguibarit.com";"";"91460";"Cerea";"Alberta";"KI49-2041";"CA";"0";"";"U:";"";"";"+1 (703)  686-3671";"Default password is ""P@ssword 123456"" without quotes";"Jedi Master";"Jedi Council";"";"";"Intergalactic Jedi Order";"666296";"4583";"Permanent";"";"";"";"";"1"
"GOOD";"kifist";"FISTO";"";"Kit";"FISTO, Kit";"kifist";"Jedi Master";"Attack of the Clones, The Phantom Menace, Revenge of the Sith";"Male";"Nautolan";"";"+27 (200)  794-9105";"kit.fisto@EguibarIT.com";"http://www.eguibarit.com";"";"77620";"Glee Anselm";"Limpopo";"IF68-5551";"SA";"0";"";"U:";"";"";"+27 (1)  956-4316";"Default password is ""P@ssword 123456"" without quotes";"Jedi Master";"Jedi Council";"";"";"Intergalactic Jedi Order";"951828";"426695";"Permanent";"";"";"";"";"1"
"GOOD";"mawind";"WINDU";"";"Mace";"WINDU, Mace";"mawind";"Jedi Master";"Attack of the Clones, The Phantom Menace, Revenge of the Sith";"Male";"Human";"";"+55 (219)  946-1828";"mace.windu@EguibarIT.com";"http://www.eguibarit.com";"";"37967";"Haruun Kal";"Sao Paulo";"SJ11-6076";"BR";"0";"";"U:";"";"";"+55 (381)  408-4996";"Default password is ""P@ssword 123456"" without quotes";"Jedi Master";"Jedi Council";"";"";"Intergalactic Jedi Order";"981784";"36427";"Permanent";"";"";"";"";"1"
"GOOD";"paamid";"AMIDALA";"";"Padme";"AMIDALA, Padme";"paamid";"Queen and Senator of Naboo";"Attack of the Clones, The Phantom Menace, Revenge of the Sith";"Female";"Human";"";"+81 (800)  274-9435";"padme.amidala@EguibarIT.com";"http://www.eguibarit.com";"";"86493";"Naboo";"Okinawa";"NT40-5895";"JP";"0";"";"U:";"";"";"+81 (18)  429-115";"Default password is ""P@ssword 123456"" without quotes";"Senator";"";"";"";"";"486675";"60977";"Permanent";"";"";"";"";"1"
"GOOD";"arcryn";"CRYNYD";"";"Arvel";"CRYNYD, Arvel";"arcryn";"Pilot of RZ-1 A-wing interceptor in Green Squadron as leader of the squadron";"Return of the Jedi";"Male";"Human";"";"+1 (372)  293-7792";"arvel.crynyd@EguibarIT.com";"http://www.eguibarit.com";"";"58988";"unknown";"Alberta";"TQ10-4044";"CA";"0";"";"U:";"";"";"+1 (202)  237-1313";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"582082";"403392";"Broker";"";"";"";"";"1"
"GOOD";"momoth";"MOTHAMA";"";"Mon";"MOTHAMA, Mon";"momoth";"Leader of Rebel Alliance";"Return of the Jedi";"Female";"Human";"";"+34 (686)  241-7573";"mon.mothama@EguibarIT.com";"http://www.eguibarit.com";"";"84530";"Chandrila";"Asturias";"XB11-1515";"ES";"0";"";"U:";"";"";"+34 (547)  568-9215";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"Rebel Alliance";"59980";"448744";"Permanent";"";"";"";"";"1"
"GOOD";"wiwarr";"WARRICK";"";"Wicket";"WARRICK, Wicket";"wiwarr";"Wookie";"Return of the Jedi";"Male";"Ewok";"";"+33 (460)  638-9048";"wicket.warrick@EguibarIT.com";"http://www.eguibarit.com";"";"97550";"Endor";"Tolouse";"BO57-5019";"FR";"0";"";"U:";"";"";"+33 (908)  270-3981";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"345330";"267929";"Permanent";"";"";"";"";"1"
"GOOD";"adackb";"ACKBAR";"";"Admiral";"ACKBAR, Admiral";"adackb";"Rebel Alliance Military Commander";"Return of the Jedi, The Force Awakens";"Male";"Mon Calamari";"";"+27 (494)  283-7730";"admiral.ackbar@EguibarIT.com";"http://www.eguibarit.com";"";"36991";"Mon Cala";"Western Cape";"XJ40-4525";"SA";"0";"";"U:";"";"";"+27 (262)  312-7124";"Default password is ""P@ssword 123456"" without quotes";"Commander";"";"";"";"";"267843";"316904";"Permanent";"";"";"";"";"1"
"GOOD";"witark";"TARKIN";"";"Wilhuff";"TARKIN, Wilhuff";"witark";"Republic captain under Jedi Master Even Piell";"Revenge of the Sith, A New Hope";"Male";"Human";"";"+81 (421)  746-878";"wilhuff.tarkin@EguibarIT.com";"http://www.eguibarit.com";"";"26894";"Eriadu";"Tokio";"WD44-5377";"JP";"0";"";"U:";"";"";"+81 (936)  283-680";"Default password is ""P@ssword 123456"" without quotes";"";"";"";"";"";"935431";"535672";"Interim";"";"";"";"";"1"
"GOOD";"yoda";"";"";"Yoda";"Yoda";"yoda";"Jedi Master";"The Empire Strikes Back, Attack of the Clones, The Phantom Menace, Revenge of the Sith, Return of the Jedi";"Male";"Yoda's species";"";"+52 (190)  938-5989";"yoda@EguibarIT.com";"http://www.eguibarit.com";"";"2913";"unknown";"Veracruz";"NS50-6485";"MX";"0";"";"U:";"";"";"+52 (876)  709-4829";"Default password is ""P@ssword 123456"" without quotes";"Jedi Master";"Jedi Council";"";"";"Intergalactic Jedi Order";"176946";"151497";"Permanent";"";"";"";"";"1"
"GOOD";"obiwan";"KENOBI";"";"Obi-Wan";"KENOBI, Obi-Wan";"obiwan";"Jedi Knigt";"The Empire Strikes Back, Attack of the Clones, The Phantom Menace, Revenge of the Sith, Return of the Jedi, A New Hope";"Male";"Human";"";"+1 (54)  800-8096";"obi-wan.kenobi@EguibarIT.com";"http://www.eguibarit.com";"";"77755";"Stewjon";"Saskachewan";"GL37-2479";"CA";"0";"";"U:";"";"";"+1 (766)  574-6417";"Default password is ""P@ssword 123456"" without quotes";"Jedi Knigt";"";"";"";"";"415145";"143683";"Permanent";"";"";"";"";"1"
"GOOD";"lacalr";"CALRISSIAN";"";"Lando";"CALRISSIAN, Lando";"lacalr";"Former administrator of Cloud City";"The Empire Strikes Back, Return of the Jedi";"Male";"Human";"";"+39 (256)  89-9905";"lando.calrissian@EguibarIT.com";"http://www.eguibarit.com";"";"52603";"Socorro";"Toscana";"PC77-9519";"IT";"0";"";"U:";"";"";"+39 (574)  832-5823";"Default password is ""P@ssword 123456"" without quotes";"CEO";"Administrator";"";"";"Cloud City";"243457";"549087";"Permanent";"";"";"";"";"1"
"GOOD";"weanti";"ANTILLES";"";"Wedge";"ANTILLES, Wedge";"weanti";"Rebel Alliance Master Pilot";"The Empire Strikes Back, Return of the Jedi, A New Hope";"Male";"Human";"";"+81 (193)  483-3747";"wedge.antilles@EguibarIT.com";"http://www.eguibarit.com";"";"82208";"Corellia";"Osaka";"NT77-8685";"JP";"0";"";"U:";"";"";"+81 (126)  121-4404";"Default password is ""P@ssword 123456"" without quotes";"Pilot";"Rebel Alliance Master Pilot";"";"";"Rebel Alliance";"216634";"423307";"Permanent";"";"";"";"";"1"
